SaveTime,SaveTimeUTC,DeviceName,PortName,InPkts,InOctets,OutPkts,OutOctets,InRatio,OutRatio
2024/05/24 星期五 00:00:00.933,1716480000933,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,0,0,0,0
2024/05/24 星期五 00:04:08.603,1716480248603,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,14508657,57700806290,14969065,62064352724,0.93,1.00
2024/05/24 星期五 00:04:13.170,1716480253170,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,195,16560,5114,45882704,0,0.04
2024/05/24 星期五 00:04:13.723,1716480253723,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,84,6668,2770,11281561,0,0.07
2024/05/24 星期五 00:04:14.306,1716480254306,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,0,0,0,0
2024/05/24 星期五 00:04:14.906,1716480254906,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,658830,2622701032,662606,2673702848,17.47,17.8
2024/05/24 星期五 00:04:15.615,1716480255615,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,1,123,0,0
2024/05/24 星期五 00:04:16.475,1716480256475,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,1,4286,1,70,0,0
2024/05/24 星期五 00:04:17.115,1716480257115,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,0,0,0,0
2024/05/24 星期五 00:04:17.617,1716480257617,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,228,19524,5307,47137255,0,0.32
2024/05/24 星期五 00:04:18.183,1716480258183,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,0,0,0,0
2024/05/24 星期五 00:04:19.431,1716480259431,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,280,22516,6821,61030431,0,0.19
2024/05/24 星期五 00:04:20.068,1716480260068,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,0,0,0,0
2024/05/24 星期五 00:04:20.684,1716480260684,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,0,0,0,0
2024/05/24 星期五 00:04:21.316,1716480261316,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,1,237,1,123,0,0
2024/05/24 星期五 00:04:21.999,1716480261999,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,0,0,0,0
2024/05/24 星期五 00:04:22.554,1716480262554,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,175,14469,4424,39669344,0,0.22
2024/05/24 星期五 00:04:23.128,1716480263128,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,0,0,0,0
2024/05/24 星期五 00:04:23.630,1716480263630,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,3,377,3,359,0,0
2024/05/24 星期五 00:04:24.235,1716480264235,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,0,0,0,0
2024/05/24 星期五 00:04:24.833,1716480264833,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,17,1645,17,1490,0,0
2024/05/24 星期五 00:04:25.465,1716480265465,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,658586,2622685991,664310,2676595129,16.58,16.90
2024/05/24 星期五 00:04:26.094,1716480266094,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,0,0,0,0
2024/05/24 星期五 00:04:26.644,1716480266644,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,3,8642,2,188,0,0
2024/05/24 星期五 00:04:27.172,1716480267172,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,0,0,0,0
2024/05/24 星期五 00:04:27.686,1716480267686,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,1,123,0,0
2024/05/24 星期五 00:04:28.330,1716480268330,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,571,43642,8742,78274550,0,0.43
2024/05/24 星期五 00:04:29.030,1716480269030,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,0,0,0,0
2024/05/24 星期五 00:04:29.547,1716480269547,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,1,123,0,0
2024/05/24 星期五 00:04:30.080,1716480270080,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,0,0,0,0
2024/05/24 星期五 00:04:30.581,1716480270581,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,0,0,0,0
2024/05/24 星期五 00:04:31.153,1716480271153,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,0,0,0,0,0,0
2024/05/24 星期五 00:04:31.817,1716480271817,NH-DC-NM129-D06-ROCE-Leaf-8.GPU.S9825,TwoHundredGigE1/0/25:2,204,16872,3829,34094171,0,0.18
